"Site","Zostera.AG.mass.site","Zostera.BG.mass.site","Zostera.shoots.core.site","Zostera.sheath.width.site","Zostera.sheath.length.site","Zostera.longest.leaf.length.site","epibiota.filter.site","epibiota.zostera.marina.site","periphyton.mass.per.g.zostera.site","mesograzer.abund.per.g.plant.site","crustacean.abund.per.g.plant.site","gastropod.abund.per.g.plant.site","mesograzer.mass.per.g.plant.site","crustacean.mass.per.g.plant.site","gastropod.mass.per.g.plant.site","mesograzer.mass.per.area.site","crustacean.mass.per.area.site","gastropod.mass.per.area.site","periphyton.mass.per.area.site","log10.grazer.richness.site","crust.pct.mass.site","gast.pct.mass.site","Leaf.PercN.site","leaf.CN.ratio.site","log10.Zostera.AG.mass.site","log10.Zostera.BG.mass.site","log10.Zostera.shoots.core.site","log10.Zostera.sheath.width.site","log10.Zostera.sheath.length.site","log10.Zostera.longest.leaf.length.cm.site","log10.periphyton.mass.per.g.zostera.site","log10.mesograzer.abund.per.g.plant.site","log10.crustacean.abund.per.g.plant.site","log10.gastropod.abund.per.g.plant.site","log10.mesograzer.mass.per.g.plant.site","log10.crustacean.mass.per.g.plant.site","log10.gastropod.mass.per.g.plant.site","log10.mesograzer.abund.per.area.site","log10.mesograzer.mass.per.area.site","log10.crustacean.mass.per.area.site","log10.gastropod.mass.per.area.site","log10.periphyton.mass.per.area.site","log10.Leaf.PercN.site","grazer.richness.site","Ocean","Coast","Latitude","Longitude","Temperature.C","Salinity.ppt","log10.mean.fetch","day.length","log10.day.length","sst.min","sst.mean","sst.max","sst.range","salinity","parmean","cloudmean","precipitation","nitrate","sqrt.nitrate","ph","phosphate","log10.phosphate","chlomean","log10.chlomean","pop.density.2015","FC1","FC2","Site.1","PC1.env.pac","PC2.env.pac","PC3.env.pac","PC1.zos.site","PC2.zos.site","PC1.env.global","PC2.env.global","PC3.env.global","zLatitude.pac","zPC1.zos.pac","zPC2.zos.pac","zPC1.env.global.pac","zPC2.env.global.pac","zPC3.env.global.pac","zFC1.global.pac","zFC2.global.pac","zPC1.env.pac","zPC2.env.pac","zPC3.env.pac","zperiphyton.area.pac","zperiphyton.perg.pac","zmesograzer.mass.area.pac","zmesograzer.mass.perg.pac","rLatitude.pac","rPC1.zos.pac","rPC2.zos.pac","rPC1.env.global.pac","rPC2.env.global.pac","rPC3.env.global.pac","rFC1.global.pac","rFC2.global.pac","rPC1.env.pac","rPC2.env.pac","rPC3.env.pac","rperiphyton.area.pac","rperiphyton.perg.pac","rmesograzer.mass.area.pac","rmesograzer.mass.perg.pac"
"MX.A",241.375,161.55,358.097784595,0.75625,20.634,80.54225,1.4920605,3.39489,0.434633435965791,71.5017967180966,65.7384571321984,2.51013720071215,36.8866337062845,24.2936154160778,11.0129879216433,9552.62277222466,6066.38083317296,3091.31259812482,106.178225712662,NA,0.692152797390066,0.247793131926449,2.2059756815,14.7558739213139,2.36242259644132,2.19517472566499,2.53215274815775,-0.1224881896882,1.31380829444795,1.90526730033085,-0.387565112239735,1.73104973890796,1.69168726761503,0.206951860132058,1.43991335436355,1.26286037412406,0.668434668748537,4.0913884617652,3.80014608772816,3.62300701109163,3.01197255834681,1.97227674670709,0.341880637642589,NA,"Pacific","East Pacific",30.419675,-115.9641889,17.855,34,0.374519227312148,14.08,1.14860265480609,14.5179996490479,17.0607500076294,20.664749622345,6.14674997329712,33.5694999694824,42.5207500457764,0.462250009179115,13.5128205128205,0.170249994844198,0.412613614467819,8.23300004005432,0.389024995267391,-0.410022493898041,2.2522499859333,0.352616592878242,5,-884,1610,"MX.A",2.74063159801141,0.777112741152905,-0.355703396065362,-1.56436194466138,-0.679074323755397,2.69935409892631,1.3280209633917,-0.0617897654907069,-1.44823301547823,-0.00126486187352133,-0.667849486525997,1.45403047818008,0.302939657238213,0.0528171849138651,-0.516619509894971,1.70257057907949,1.39538214381882,0.540038657394237,-0.389126361764895,0.906199033975429,0.797980500526011,0.869162143894629,0.634362622736891,0,0.401242518186193,0.452707997621812,0.980279366375758,0.685307274192721,0.629400597617349,0.254985754985755,0.887766149404547,0.97944164309112,0.769577103867585,0.476895379821048,0.795731249709811,0.8257194450782,0.696733117814825,0.682433072838526
"MX.B",155.75,186.175,1807.99592594,0.313,10.6022,45.6221,0.285685,0.668585,0.508317662336865,164.578220331473,160.911857858137,3.42964986153135,85.6526207041171,72.4486356180747,13.1086513136476,12717.0472297016,11175.3010521234,1522.05545864555,64.6079606908425,NA,0.854122745832804,0.144024432267595,2.9143276096,12.7106952149179,2.13598459697325,2.25597689078995,3.22080973949073,-0.507057302208597,1.01305152023537,1.64703747627247,-0.453535954952884,2.06433531793058,2.04858968431634,0.359870868169772,1.82043301571002,1.74060338842777,0.584912790808182,4.19628403721898,3.95237270936409,3.87254257039857,2.70105973928932,1.67777357800869,0.45656549065397,NA,"Pacific","East Pacific",31.7584722,-116.6227778,25.416,33,-0.189599443898001,14.12,1.14983469671578,15.0300000508626,17.8143329620361,21.6060002644857,6.57600005467733,33.5203336079915,41.984001159668,0.408666660388311,26.0654761904762,0.0553333337108294,0.235230384327428,8.22466691335042,0.368333339691162,-0.433758969202144,5.22900001207987,0.718418642832949,5,-943,1561,"MX.B",2.2031800354492,1.69285884528927,0.391562254735874,1.07211855508008,-1.14857723091321,2.42529742975709,2.34510152271253,0.679545483324622,-1.22812480058093,1.68656395435276,-1.13826645766669,1.28597294262625,1.09890239594571,1.12217439732972,-0.805397824284391,1.6504342428767,1.12174072696039,1.17641774424091,0.428354627128247,0.526766482531696,0.701315865995447,1.07857920763302,1.13426160869956,0.072054563092949,0.893691543872387,0.32710717092568,0.922888996542479,0.93461128223673,0.935884326914791,0.170940170940171,0.870083002526164,0.891643431824082,0.970371140171872,0.709267602261099,0.689580129791944,0.796155854094833,0.748618920040174,0.807593830322174
"OR.A",286.8,79.35,170.295390877,0.866,43.941,117.72,5.4145,7.45764705882353,0.713800472994239,1.29325840723633,0.633187981532639,0.0164279934976624,2.95348364746133,2.20385550386942,0.00249541221229492,729.847435073124,542.545927669009,0.580985569557059,217.676518162145,NA,0.699420525154422,0.000722714193655159,2.8794177652,12.2851633983952,2.420754663801,1.83209492107753,2.20257847816677,-0.0646367452067049,1.63814236101468,2.06670129352138,-0.163284696382993,0.0651525780690862,-0.31116173733464,-1.87765885366631,0.328746875971939,0.0581244566210661,-1.94665525603978,2.48161531484756,2.74596602210137,2.45217704303287,0.0832383461321375,2.27071662759462,0.457557985787756,NA,"Pacific","East Pacific",44.61273333,-124.0141333,17,36,0.0663259253620378,14.22,1.15289959639375,8.59966691335042,11.3846667607625,14.2733332316081,5.67366663614909,32.6486663818359,31.3266671498617,0.668666660785675,168.041666666667,3.95133336385091,1.98779610721294,8.19133345286051,0.661233325799306,-0.179645266343759,5.26333332061768,0.721260874239423,5,-1019,-265,"OR.A",-0.587592179869997,0.706661705264387,-1.88930983414992,-2.88383379377164,0.0203512923232298,-0.570791277492821,1.74776122100283,-1.58420940489135,0.88521131272142,-0.84596771833161,0.0329378245594451,-0.551294094032467,0.631426522838163,-2.1432343643929,-1.17738344959958,-0.292442285823202,-0.299170321262113,0.491080146204697,-2.06683509390588,1.29070357414111,1.12661029422779,-0.581065757261098,-0.82540687726251,0.763875676555711,0.154787963874707,0.639817457973669,0.295476281195597,0.788192859411021,0,0.0626780626780627,0.211115120894984,0.435742238811157,0.754129429240331,0,0.903301323486532,0.926226490422442,0.337420286673954,0.31694752175342
"OR.B",315.725,162.15,216.4502164575,0.81690972225,29.221652777,106.3279999915,0.12474,6.3495,0.0183856700670494,6.60776549347038,1.28514277686606,4.8316634488485,8.19654656416763,4.8257052127621,2.68325558229591,2631.3649569188,1546.40385531757,896.518522606372,5.16016821275417,NA,0.562257290356914,0.327222100660561,2.49322882885,14.5520677659286,2.46564378862639,2.1764783982037,2.31719128176779,-0.0886734330996174,1.46329042591228,2.02302978084024,-1.76377383353358,0.790150338933454,0.014849896373912,0.646064619078595,0.868217941802685,0.568581322249659,0.328692349926236,3.25368016306142,3.33182503718531,3.03163746175527,2.79123002609637,0.680249515599648,0.395065136593605,NA,"Pacific","East Pacific",43.34625,-124.3182833,16,33,-0.22457160795183,14.22,1.15289959639375,9.31199995676676,11.2249997456868,14.3379999796549,5.02600002288818,32.4976666768392,32.3946660359701,0.646333336830139,135.766666666667,3.79900002479553,1.94910236385766,8.19966665903727,0.646400014559428,-0.189498642451479,3.76700003941854,0.5759956247478,25,-904,-451,"OR.B",-0.361199361789969,0.446678674393991,-1.59927076004817,-2.35312674990646,-0.646107608235151,-0.262749251823334,1.310668933804,-1.52030343478973,0.676992035773807,-0.506218328302837,-0.634818588895626,-0.362395995555398,0.289360035775403,-2.05105163039528,-0.614510463925283,-0.490347562021549,-0.183903279873948,0.310410238865078,-1.74954307217289,-0.758425462258508,-1.21852721122296,0.224896257694271,-0.116689125830894,0.695713072833763,0.253914874429075,0.46152721185813,0.359983544715057,0.681053992105803,0.026420084668056,0.226495726495726,0.143991338866835,0.47272582180861,0.697123407698671,0.0901915191354147,0.330031209358498,0.208997419546687,0.537107862092155,0.494390671473898
"SD.A",353.225,303.575,356.50623887,0.386,12.005,65.178,1.940165,2.04859,1.07101316411468,28.6908378935195,20.867980739378,7.82285715414145,27.9513253271646,6.93153059438778,21.0197947327768,10272.22722343,2491.73819989075,7780.48902353922,377.363708256092,NA,0.276171555480636,0.723828444519364,1.33417900815,23.9720608852169,2.53926856199414,2.46983707899876,2.52206037226789,-0.415339690605192,1.03931192899672,1.80347195706654,0.00134011524683368,1.4119517729015,1.24146490967127,0.85130659202093,1.38157652253375,0.764491916720261,1.23248220792411,3.94980307553376,3.91941553658122,3.30182811438291,3.77025475888352,2.53899515978714,0.123761092476191,NA,"Pacific","East Pacific",32.713756,-117.225474,19.44,35,-0.196372204655185,14.12,1.14983469671578,14.5389998753866,17.2099997202555,21.4076671600342,6.86866680781047,33.4926668802897,40.9909998575846,0.463333338499069,21.8257575757576,0.0970000028610229,0.311448234641044,8.21966648101807,0.357133328914642,-0.447169618056202,2.90266668796539,0.462797168836091,250,-728,1718,"SD.A",2.86647836510309,-0.129010273593952,0.116954000145562,-0.320997055353287,-1.41525075188128,2.79352619052752,0.382207386694678,-0.0670584578395134,-1.07106904042673,0.794715646787173,-1.40545915893586,1.51177886168202,-0.437249856675227,0.0452172304098807,0.246929931541462,1.81748332009788,1.45945654615166,-0.0896530596556424,0.127943351325582,1.63634877863001,1.36782893865309,1.0332402631098,0.557723946635892,0.123468292400698,0.63348160676365,0.255767006294284,1,0.453472034228579,0.627222408353904,0.477207977207977,0.926741248646698,1,0.570893105434612,0.62387450229576,1,1,0.737385606638471,0.66324488677955
"SD.B",242.525,1122.425,1059.969442345,0.295,5.327,32.392,0.061675,0.431525,0.145624435590039,21.8397705849351,21.2499434664288,0.589827118506344,8.52620384523595,7.1666913656662,1.35951247956975,2175.47572884083,1842.98334586796,332.49238297287,35.7421661315146,NA,0.831902355760659,0.168097644239341,1.87884433841176,19.4573878781254,2.37421415356668,3.01686051322234,3.01403920094664,-0.532872268269304,0.718779506618934,1.50424171056611,-0.843956631072142,1.29575350982154,1.28286028393373,-0.297503049115779,0.875093284319805,0.792813769516332,0.00925116651815137,3.66794700381415,3.24706844172921,3.1647116423446,2.37768891156917,1.52662424808753,0.271312942843874,NA,"Pacific","East Pacific",32.700762,-117.172885,21.11,35,-0.0586128112462622,14.2173,1.15281712758661,14.4436667760213,17.0153331756592,21.0923341115316,6.6486668586731,33.4956665039062,41.6029993693034,0.444000005722046,21.5333333333333,0.0913333346446355,0.302214054346643,8.22133318583171,0.357866664727529,-0.446278754248015,4.1340000629425,0.61637047890365,250,-833,1921,"SD.B",2.59790779988466,0.599674592901616,0.259113539706332,1.64127425834808,-2.37132211039818,2.64170601724404,1.15833256209481,0.25577441904121,-1.07320535064935,2.0509275053024,-2.36339186991845,1.41867941532766,0.170142266328136,0.510895431802618,-0.266997577117676,2.03347671293801,1.3227148653898,0.416731633486761,0.283460630697551,0.332028421972051,0.129246897067125,0.108297221585271,-0.107656802138887,0.122768950489294,1,0,0.968207247357622,0.643713716854309,0.76068837291493,0.327635327635328,1,0.956126250498293,0.730670553437501,0.66808090749232,0.635099661154278,0.621196179402987,0.508218933849061,0.496652113298894
"SF.A",148.263157894737,113.894736842105,48.35,0.9583333333,23.2974999995,117.463333335,0.77178,2.402725,0.334133371989537,4.88829158511952,3.75869737022281,1.12959421489671,55.0093725851648,15.0989243549919,39.9104482301728,7971.06234496202,2298.2844668496,5672.77787811241,53.3895036684057,NA,0.389440380983583,0.610559619016417,2.8557327153,12.0938820676367,2.1483705711019,1.9925792192328,1.6150570135966,-0.0194406166497747,1.35848795940661,2.06493404677615,-0.732499494329564,0.588518711188249,0.230384950470524,-0.251472857820728,1.53801044383211,0.630347111543336,0.971972582287158,2.74567847284636,3.67037677370081,2.71914746652731,3.06281950608159,1.42586276628818,0.454927218833187,NA,"Pacific","East Pacific",37.946557,-122.418499,17.7,30,0.343900712249606,14.6,1.16435285578444,11.1000001430511,14.4612500667572,17.8474998474121,6.74750006198883,33.2259998321533,38.6667499542236,0.449500001966953,64.6029411764706,3.30099999904633,1.8168654322889,8.20849990844727,0.748175010085106,-0.12599680183601,6.85600006580353,0.836070813083477,250,-988,-704,"SF.A",0.420420317197608,1.82798493497299,0.40243989853527,-2.79108572517519,0.840702684098257,1.11450781382574,2.53172546144134,0.381382406722357,-0.210757645226013,-0.786592023028056,0.854886338842334,0.482168119518809,1.2449534634031,0.692081754425915,-1.02565247085259,-0.759541297925751,0.214055403849922,1.2703208656123,0.44025436720117,0.202209152809858,0.292560914986998,0.690639436007523,0.763235426254321,0.405099587870503,0.172111701341787,0.859276829614221,0.648395764686581,0.98035603224269,0.812617381491797,0.106837606837607,0.0526885600866113,0.600411392912112,1,0.712650150705373,0.598781056553667,0.671143596584882,0.65250179421201,0.714699226922078
"SF.B",206.6,82.525,34.55,0.9166666667,27.573333333,126.8500000035,0.245735,2.688585,0.0933223478246524,14.7419605487767,14.7205774927104,0.021383056066373,308.240597722126,307.259953664477,0.98064405764872,62222.4490601204,62118.9911120385,103.45794808194,19.0075983676431,NA,0.99501240786003,0.00498759213997033,2.9029318692,12.0239846920343,2.28692159041157,1.89908991407369,1.51944492024376,-0.0392254407870624,1.43277463057503,2.09790436663647,-1.06466337966049,1.09799804442118,1.09693978703089,-1.91794310156389,2.40539536332399,2.40311359774475,-1.8353618613234,3.38233036538127,4.68989416811068,4.68761239615237,0.16580018474898,1.2174122499794,0.461997294992818,NA,"Pacific","East Pacific",37.978118,-122.405941,17.5,27,0.786307675829339,14.6,1.16435285578444,10.8480002880096,14.6177501678467,18.3869996070862,7.53900003433228,33.2397499084473,38.2550001144409,0.447750002145767,61.7261904761905,3.30174994468689,1.81707180504428,8.20825004577637,0.749625012278557,-0.125155931040595,8.53775000572205,0.931343434056011,250,-1000,-686,"SF.B",-0.0256227316187476,1.79922847798677,0.947376721647684,-3.12001852757808,0.833421825854322,0.855171287348647,2.5286402162802,0.727111020527547,-0.205568782140271,-0.997169064106912,0.847591305669588,0.323137296985094,1.24253896421172,1.1907864731101,-1.08438704327078,-0.740389174422685,-0.0130457162511754,1.2503371520533,1.03639510050608,-0.0663547190233939,-0.194146534232327,2.0931821507644,1.90274248919816,0.406798212625452,0.110672734478418,0.857329063582203,0.594087948675696,0.979599785377659,0.955548929739606,0.0897435897435897,0.0591844099603031,0.527545697541399,0.993694622295423,0.882105525163276,0.523646870896415,0.522290605755762,1,1
"WA.A",169.65,54.1666666666667,103.450471086,1.041,28.039,121.11,5.097575,6.753,0.762548890625765,1.47589715378436,1.47589715378436,0,0.739804034951902,0.739804034951902,0,117.4432798669,117.4432798669,0,131.013793941385,NA,1,0,2.10100379261111,16.0043099607577,2.15760755310586,1.60543472818729,1.9552083239053,0.0166660464420747,1.43890580543722,2.0806504355324,-0.128700471794677,-0.00987129499005663,-0.00987129499005663,-2,-0.407770291837673,-0.407770291837673,-2,2.1586825375705,1.75601601441489,1.75601601441489,0,2.02507412238483,0.319409987226875,NA,"Pacific","East Pacific",46.474,-124.028,17,23,0.389609016051986,15.68,1.19534605834842,8.06979990005493,12.1725999832153,16.5492002487183,8.4793999671936,15.0825998306274,30.6956001281738,0.717000007629395,179.178571428571,3.84060001373291,1.95974488485948,8.17539978027344,0.730420005321503,-0.136427340509688,12.3480000495911,1.09159662255424,50,-739,-447,"WA.A",-2.29881861124782,-0.302490591176454,0.850615195252697,-2.83306502718753,1.03274558436869,-1.44317710714974,0.792589837652297,-0.240914010986751,1.191217393539,-0.813466439747025,1.04730312284305,-1.08626013966335,-0.116086369094808,-0.205564976390133,0.193089906824791,-0.486091534576423,-1.17043474370693,-0.210209669823416,0.930541568767578,0.974222217058568,1.17728527870372,-1.94293283168985,-1.79298943010433,0.864049740787634,0.164270692702812,0.910651904544229,0.112789446559918,0.554063859445431,0.555346831989791,0.461538461538462,0.145434861060989,0.15619589414785,0.532854381568468,0.852016237757938,0.814761607113725,0.941724759478236,0,0.0746918488229528
"WA.B",102,266.45,1047.237076685,0.4575,5.85325,27.2295,0.09953,0.27469,0.435551072138026,34.6328791801614,31.5047407745422,3.12813840561916,18.5746795382129,12.2663596408417,6.30831989737118,1901.05293861342,1246.82296498396,654.229973629455,43.1515494851843,NA,0.713725914111922,0.286274085888078,2.2193965316,16.9992634771535,1.99767406637922,2.40199059441604,3.00834505285611,-0.341706411456398,0.764823179939246,1.43231819040111,-0.403934981162749,1.46388400168393,1.42003917235513,0.0485689633090538,1.00945944277237,0.805421512162028,0.0677984231893584,3.45702751153072,3.00272123727132,2.79871557968778,2.07683656095602,1.58923697966923,0.344473984972411,NA,"Pacific","East Pacific",47.809,-122.815,16,20,0.430961453354948,15.93,1.20221577580113,3.3740000637869,10.1766665776571,15.1366669336955,11.7626663843791,29.4699999491374,31.9786656697591,0.689000010490417,93.0753968253968,10.2349999745687,3.19921865063467,7.84233331680298,2.1724332968394,0.336946450593982,8.28833325703939,0.918467204850909,5,-770,-581,"WA.B",-3.2549625481697,0.182114504004332,0.833131856285822,1.40440718272591,-0.75518597694,-1.83912631325694,1.28717787690974,-0.0684665717120855,1.41070132052054,1.89928933620175,-0.744109319668153,-1.32906484127703,0.270976038746518,0.0431860620175184,0.041358928077807,-0.628668453988135,-1.65725178889808,0.12655676200677,0.911415442452966,0.412697531923919,0.773994337371527,-0.227849462485777,0.0688636596960132,0.935899937164716,0.955757320936484,0.432346703973885,0.0298734881832425,0.675295928417278,0.626640264186834,0.417378917378917,0.0970768675568387,0,0.639112887758611,0.846579560283135,0.657667878698044,0.818383596551972,0.42493421933217,0.540847911520156
