"Site","Seagrass.pct.cover.site","Macroalgae.pct.cover.site","Zostera.AG.mass.site","Zostera.BG.mass.site","Zostera.shoots.core.site","Zostera.sheath.width.site","Zostera.sheath.length.site","Zostera.longest.leaf.length.site","epibiota.filter.site","epibiota.zostera.marina.site","periphyton.mass.per.g.zostera.site","mesograzer.abund.per.g.plant.site","crustacean.abund.per.g.plant.site","gastropod.abund.per.g.plant.site","mesograzer.mass.per.g.plant.site","crustacean.mass.per.g.plant.site","gastropod.mass.per.g.plant.site","mesograzer.mass.per.area.site","crustacean.mass.per.area.site","gastropod.mass.per.area.site","periphyton.mass.per.area.site","log10.grazer.richness.site","crust.pct.mass.site","gast.pct.mass.site","Leaf.PercN.site","leaf.CN.ratio.site","log10.Macroalgae.pct.cover.site","log10.Zostera.AG.mass.site","log10.Zostera.BG.mass.site","log10.Zostera.shoots.core.site","log10.Zostera.sheath.width.site","log10.Zostera.sheath.length.site","log10.Zostera.longest.leaf.length.cm.site","log10.periphyton.mass.per.g.zostera.site","log10.mesograzer.abund.per.g.plant.site","log10.crustacean.abund.per.g.plant.site","log10.gastropod.abund.per.g.plant.site","log10.mesograzer.mass.per.g.plant.site","log10.crustacean.mass.per.g.plant.site","log10.gastropod.mass.per.g.plant.site","log10.mesograzer.abund.per.area.site","log10.mesograzer.mass.per.area.site","log10.crustacean.mass.per.area.site","log10.gastropod.mass.per.area.site","log10.periphyton.mass.per.area.site","log10.Leaf.PercN.site","log10.predation.gastropods.site","predation.amphipods","predation.squidpops","predation.gastropods","grazer.richness.site","Ocean","Coast","Latitude","Longitude","Temperature.C","Salinity.ppt","log10.mean.fetch","day.length","log10.day.length","sst.min","sst.mean","sst.max","sst.range","salinity","parmean","cloudmean","precipitation","nitrate","sqrt.nitrate","ph","phosphate","log10.phosphate","chlomean","log10.chlomean","pop.density.2015","FC1","FC2","FC1.atl","FC2.atl","Site.1","PC1.env.atl","PC2.env.atl","PC3.env.atl","PC1.zos.site","PC2.zos.site","zPC1.env.atl","zPC2.env.atl","zPC3.env.atl","zFC1.atl","zFC2.atl","rPC1.env.atl","rPC2.env.atl","rPC3.env.atl","rFC1.atl","rFC2.atl"
"LI.A",NA,NA,99.85,480.9,298.205406561579,0.433,11.368,43.233,0.2788875,1.0321,0.279841049497464,1.2747324265462,1.1774228523485,0.0973095741977013,0.880451674270573,0.818519051124573,0.0619326231459994,87.4361568606064,83.1274414296711,4.30871543093533,26.962614202379,NA,0.906300609833342,0.0936993901666574,1.75888530836842,20.0769695313159,NA,1.95078197229123,2.62721330029224,2.39775115318729,-0.365056637329483,1.04745047511472,1.63133398025912,-0.584538729691755,-0.035661782924441,-0.0691322492954806,-1.60238357430859,-0.403140198505333,-0.453465195390392,-1.66375383710017,1.91078434781191,1.54596856230876,1.49661540086708,0.289525072547575,1.3611090006083,0.243819955913144,NA,NA,NA,NA,NA,"Atlantic","West Atlantic",40.85762,-72.45119,20.3,31.4,0.307496037913213,12.4,1.09342168516224,3.34119997,12.73459988,22.15019951,18.80900002,30.85060005,32.64939957,0.540800011,95.34722222,1.853999972,1.36161667586733,8.03579998,0.595499992,-0.225118240015554,5.148200083,0.711655417263862,50,648,-18,-0.60577,0.05622,"LI.A",-0.282175155680887,0.491030574882608,-0.935555757204385,0.243060601096077,-0.544690535325727,-0.168185463594117,0.346245854394713,-0.773401998526226,-1.28449915473409,0.134878017599815,0.513042793180509,0.59831293215957,0.149150148413816,0.0226780239286291,0.421707772229788
"LI.B",NA,NA,103.175,257.925,323.08377896,0.447,12.593,48.045,0.10445,1.198175,0.0873836625271888,10.4414177759827,10.1426538104086,0.29876396557419,3.51074606595413,3.1278202350058,0.382925830948323,374.419032782281,328.343577075995,46.075455706286,9.28312715543484,NA,0.894904351011387,0.105095648988613,1.509795156,23.5600309822573,NA,1.97221222537146,2.38254694694775,2.4950457325587,-0.35109156997033,1.09317814947748,1.67514420315518,-1.08308708382415,0.5392693742349,0.505788117827395,-1.09692778152874,0.215496244647454,0.128449025452605,-1.18158707876717,2.53442759576291,2.21080000121012,2.12356821137072,0.826410961716549,0.886398622974025,0.168983593988498,NA,NA,NA,NA,NA,"Atlantic","West Atlantic",40.83158,-72.54082,18.8,30,0.241795431295199,11.8,1.07188200730613,2.996333341,12.67449999,22.82066663,19.82433319,30.71199989,32.79133352,0.542333345,94.85714286,1.860666653,1.36406255465063,8.02699995,0.600899984,-0.221197807550602,6.326999982,0.801197833223603,50,618,-49,-0.60169,0.02428,"LI.B",-0.35067276331344,0.713029996877242,-0.697549684930286,0.0754737358250591,-0.322209775515378,-0.209012239668611,0.502786777660115,-0.576647961644218,-1.27661119294908,0.0774632283452457,0.501737787911522,0.640042841085862,0.206810461715634,0.0250293921021693,0.405598426388258
"MA.A",65.7,10.85,192.447368421053,629,214.8586707395,0.4315,16.461,58.197,0.0462,2.40075,0.0193886885095412,10.4772411196912,0.16210018258429,10.3151409371069,3.68611154980765,0.50423437951445,3.1818771702932,727.113348785733,110.275889930274,616.83745885546,3.78331518908236,NA,0.11643803368872,0.88356196631128,1.56806015965,23.5327963210458,0.59237869068426,2.25574173727261,2.7250059161486,2.28136352279663,-0.368000913203059,1.17182451264345,1.76073820021333,-1.76693982960361,0.967259667359746,-1.39252029520238,0.956754351332872,0.526210870566809,-1.22229284960217,0.462135844091869,3.20313964875362,2.77037982027548,0.952200071024582,2.70283110567874,0.46882212567694,0.189305036914942,-0.676693609624866,0.65,0.6,0.210526315789474,NA,"Atlantic","West Atlantic",42.42014,-70.91544,15.1,32.35,0.413928114056168,15.25,1.1832698436828,2.224999994,10.31599998,18.97324991,16.74825001,31.19649982,31.26824951,0.628250003,94.79166667,3.713500023,1.92704437494314,8.044000149,0.728375018,-0.137644958169272,6.379750013,0.804803661463841,100,661,15,-0.34629,-0.17274,"MA.A",0.436933328985049,-0.174731945996601,-0.872568130491641,-0.49179880804394,-1.08120432341181,0.260426309742793,-0.123210681831998,-0.721331605065521,-0.782840251799606,-0.27669650174039,0.631726138323475,0.473167519107553,0.164409785513378,0.172220429239955,0.30622887981036
"MA.B",46,0.6,115.210526315789,155.5,318.30914185,0.496,8.956,39.98975,0.0223,1.5763,0.0152508805118372,10.1545355073452,1.85646093733859,8.29807457000659,3.56988614194551,1.03360341122921,2.53628273071631,380.237579703182,139.481688744543,240.755890958639,1.64589957087325,NA,0.303281772328771,0.69671822767123,1.99845334885,17.8964453370412,-0.76313201765351,2.02785603287546,2.16530429404842,2.47891890060913,-0.307532457504815,0.931776763500818,1.59125870802322,-1.81045046569724,0.96625929725955,0.102801797918345,0.87004389138606,0.483441307667724,-0.166361008187844,0.314408409153683,2.98611324607711,2.50621021757684,1.88687918829509,2.33029421607171,0.225687761406504,0.295263730634468,-1.27875360095283,0.533333333333333,0.421052631578947,0.0526315789473684,NA,"Atlantic","West Atlantic",42.59697,-70.6556,14.8,32.15,0.500716623555479,15,1.17609125905568,2.540799975,10.32700005,18.96300011,16.42220039,31.35299988,32.02459946,0.576600003,98.34166667,3.747600031,1.93587190459493,8.075399971,0.700560009,-0.154554657721057,3.912599945,0.592465444486161,100,601,-4,-0.2535,-0.16497,"MA.B",0.310019876817646,-0.106339083501381,-1.14344935121245,0.272921185301837,0.0012959324796342,0.184781812488599,-0.0749840614941117,-0.945262755994169,-0.603447120909786,-0.262729284692551,0.610780045532112,0.486023534215569,0.0987850058382062,0.22569676571613,0.31014777828214
"NC.A",63,0,148.25,194.25,590.640296516667,0.4435,9.9025,45.358,0.17785,0.805535,0.223153817118214,43.1757421532743,20.7717500621655,22.4039920911088,22.8718318964954,13.6605855543335,9.21124634216186,3643.61368895396,2025.64589642419,1617.96779252977,31.9063174607174,NA,0.787171665202253,0.212828334797747,1.6576109052,20.9554079745072,-1,2.11443654096109,2.20013123765794,2.73849315572821,-0.354152794196228,0.988563917037924,1.64910969276479,-0.69084367968627,1.29508572955054,1.00501269279635,-0.473981331563009,0.912407795256083,0.596375392081122,-0.621030545355395,3.4053068722923,3.02226370939244,2.69647899006225,1.48170898834697,1.41922844486302,0.21361602564675,NA,0.833333333333333,1,NA,NA,"Atlantic","West Atlantic",34.692458,-76.622589,22.6,34,-0.744727494896694,14.15,1.15075643986031,13.64949989,21.24549961,28.57875013,14.92925024,34.89050007,35.68824959,0.486749992,117.4615385,0.308749996,0.555652765672952,8.286499977,0.115625,-0.936948254252911,4.136500061,0.616633035067833,100,574,26,-0.46716,0.16092,"NC.A",-2.53089473523953,0.436043196206654,-0.156037642423107,0.339045286572759,-0.473128856393826,-1.50849462039653,0.307471992064179,-0.128992658712256,-1.01652111968033,0.323084919132482,0.141908857645755,0.587976786760514,0.337999358407782,0.102561147098827,0.474514550864982
"NC.B",99,0,151.2,217.65,419.37229437,0.3485,6.1345,25.674,0.12898,0.43817,0.301817743904315,4.80074252080706,3.78687368411932,1.01386883668774,5.53018207041509,3.55287607052357,1.97730599989152,855.046151220065,552.469219311493,302.576931908572,46.6870495956887,NA,0.598235205606821,0.401764794393178,1.53637127275,22.8999363699158,-1,2.15771570486872,2.30703135516856,2.60604103725872,-0.459206148949445,0.785056913203965,1.40580102903236,-0.52790368527974,0.530682266809008,0.37354499694237,-0.634017250193935,0.488020947653705,0.115908285445922,-0.493508452859197,2.69293262680247,2.65015974020792,2.27635637131322,1.62226282709362,1.62625374171917,0.185050007242095,NA,0.8,1,NA,NA,"Atlantic","West Atlantic",34.670544,-76.574561,24.4,25,0.203100910271472,14.2,1.15228834438306,13.58224988,21.36199999,28.63925028,15.05700016,34.94900036,35.64999962,0.484249994,118.0595238,0.307999998,0.554977475218589,8.28550005,0.114250001,-0.942143787456848,4.128000081,0.615739697140922,100,600,20,-0.47851,0.16214,"NC.B",-2.35081837459867,0.72327855682341,0.414678636456164,1.24803707495263,-0.515398951862894,-1.40116332071622,0.51001345880054,0.342805101365288,-1.03846434670479,0.325277969943082,0.171629081113785,0.641969294179012,0.476263391472988,0.096019963576846,0.475129873404953
"NN.A",47.8,0,30.9,67.9,185.9,0.3075,3.0775,22.8775,0.026585,0.320925,0.0925634226752867,8.73710332410305,0.369211579128473,8.36789174497458,14.9741836608593,7.01967923578582,7.95450442507345,556.409242808685,373.820413412161,182.588829396524,2.8554416657798,NA,0.109006607348778,0.890993392651222,2.4044094621,16.2866935506344,-1,1.42002999500507,1.72226306316643,2.22754643706172,-0.514671895298297,0.473278567188829,1.35713907337809,-1.06112071085194,0.433761009482051,-1.74318707904106,0.297394132919129,0.140067351674389,-1.67920339590165,-0.0446922692427024,1.90035431454656,1.61959721892306,0.299923261230317,1.44196000092522,0.357357632481527,0.371523289598783,-Inf,0.2,0.1,0,NA,"Atlantic","East Atlantic",67.2147,15.0083,8,24.5,-0.466927339951188,24,1.38021124171161,2.317444457,7.121555593,14.13711103,11.81966665,32.17277781,29.10888884,0.763888896,90.61363636,4.361999989,2.08854015738266,8.211999893,0.546800011,-0.262171485367494,1.694333328,0.228998853615992,1,463,-52,0.86797,-0.7799,"NN.A",1.91703004892785,-1.65722313397276,-0.330176229692806,2.12021879604488,1.91210239089635,1.14261153404805,-1.16857619320806,-0.272948943923268,1.56471770826369,-1.3681167723667,0.876004760539353,0.194499125728718,0.295811840232434,0.872017566103414,0
"NN.B",90.075,0,68.05,259.45,651.875,0.265,4.465,23.1725,0.02727,0.41957,0.0881022122739786,12.3342617761608,0.138753510178104,12.1955082659827,5.7094655531355,1.37886942462904,4.33059612850646,419.323759323769,125.544324892393,293.779434431376,5.44464123571153,NA,0.059241433730749,0.940758566269251,1.72602887155,22.781323173747,-1,1.76392946394064,2.34691611500788,2.80490261433893,-0.588633728940412,0.619715385595355,1.34586996569385,-1.10649518633118,1.06007342275814,-1.71616476180531,1.05391886977642,0.645754546757476,-1.6815904157289,0.587766955212696,2.81428135449951,2.4012605214536,0.258136797976804,2.34361289788138,0.653256999585053,0.230872556118166,-Inf,0.25,0,0,NA,"Atlantic","East Atlantic",67.26672333,15.25606333,10.5,18.5,0.335708575721973,24,1.38021124171161,1.673999982,6.52599997,14.0442223,12.3702222,32.11822213,28.43511115,0.766777774,88.74342105,4.484666612,2.11770314539125,8.203333325,0.514066673,-0.288980550580263,1.213222212,0.083940352892109,1,378,-86,0.81767,-0.75856,"NN.B",1.67934383013176,-1.90889749520383,0.613437624044929,2.40880514693721,-0.179289816791152,1.00094290697954,-1.34604213665675,0.50711449398294,1.46747151272799,-1.32975635900751,0.836776471424941,0.147191127901997,0.524415547367237,0.843028884944328,0.0107631008221113
"PO.A",32.25,54,103.052631578947,292.631578947368,251.464222055,0.746,8.545,34.439,0.08411,1.7738,0.0478629533344782,0.916560922535212,0.0404571026189744,0.873471774876845,3.69669451167624,0.0334197463515922,3.61708820047438,411.186709860368,3.44633962063077,403.258495885572,5.01620474231008,NA,0.0122589439064031,0.980451754251397,1.28691101375,26.4995810132694,1.69568445411711,1.94883398946922,2.4161779678199,2.37796875398434,-0.129606306449267,0.929850559722698,1.53533426458909,-1.32301138201529,-0.157613389639133,-1.5194085566052,-0.179151365129517,0.398403122155675,-1.56919655128459,0.390022221350579,1.79229234633656,2.34634315772211,0.41904939071462,2.33905430941208,0.63491899994067,0.101637943499688,-1.30102999566398,0.85,1,0.05,NA,"Atlantic","East Atlantic",36.997057,-7.82849,20.53,36,-0.174736204970715,14.65,1.16583762469013,14.37624979,18.32324982,22.32199955,7.945749998,36.13974953,39.53850079,0.439500004,41.81944444,2.184749961,1.4780899705363,8.10374999,0.1494,-0.82564940252062,1.137500018,0.0559514122015022,100,396,-36,0.23226,1.11781,"PO.A",-3.39072779319207,-0.667638119305328,-0.103228812948288,-0.0394195736751861,-0.0452653039905124,-2.02098276314726,-0.470779097820168,-0.0853368381573159,0.33568432925768,2.04317376352211,0,0.380514441290633,0.350793038936712,0.505647894142327,0.957134210924497
"PO.B",50.65,37.75,65.0555555555556,132.555555555556,346.9569646,0.61625,6.681,27.6455,0.03528,0.76965,0.0488845582347203,0.611790280827123,0.0178295019079156,0.593960778919208,7.29107806326596,0.00643466723856675,7.2846433960274,373.131852439341,0.216474491544557,372.915377947796,3.82505952133481,NA,0.00324049981089103,0.996759500189109,2.01355901965,15.9440781405046,1.48414647371973,1.73782349749774,2.08202895887467,2.51767969759289,-0.212288853810393,0.821504066493719,1.43962998971559,-1.3317911061694,-0.568289825362454,-1.87252069266386,-0.586667669200559,0.171633952777786,-1.91287766938857,0.170489395151132,1.18953481151265,1.88598594098305,0.0497978128905197,1.88472595900633,0.409550314530067,0.300901460664993,-Inf,1,1,0,NA,"Atlantic","East Atlantic",37.027333,-7.810105,20.57,36,-0.182930683585987,14.65,1.16583762469013,14.48139992,18.3447998,22.25819969,7.776799965,36.12979965,39.4154007,0.440000004,42.3,2.189399958,1.47966210940201,8.1,0.149779999,-0.824546176649066,1.219200015,0.0860749593387152,100,486,-51,0.12823,1.2028,"PO.B",-2.85816542944713,-0.431181315609088,-0.63462518618546,0.717214097850762,0.618704830167286,-1.70355847459467,-0.304043680086108,-0.524629754593757,0.134560636979762,2.19595031138516,0.087895337315978,0.42496194838137,0.222054805178467,0.44569376887434,1
"QU.A",60.4,0.565,66.75,221.675,558.63254392,0.357375,8.4425,33.017,0.0378621,0.528,0.074561098819657,17.0910324138735,4.18537074980686,12.9056616640666,31.6663970920219,8.32374006927583,23.3426570227461,2007.90376138056,475.110171071683,1532.79359030888,5.00042171786704,NA,0.152626001238187,0.847373998761813,3.04958965775,13.882806224551,-0.752754162518526,1.81689205635729,2.31992519343313,2.7315285104302,-0.448758904508409,0.919847282986217,1.51049274371407,-1.22063515511205,1.12596991058246,0.0653495528558188,1.00089811408088,1.35562184326175,-0.107684165816185,1.25935456508706,2.9361413122208,3.16575147299962,1.72355206640562,3.06952127795219,0.59392916869701,0.481501883282468,-Inf,0.3,0.8,0,NA,"Atlantic","West Atlantic",49.11237,-68.17593,15.47,16,1.05951608593218,16.183,1.2090590341288,-0.925166657,5.351499955,14.18733327,15.11249987,26.91050021,35.21916644,0.692499995,79.82407407,5.02549998,2.24176269484529,7.705166578,0.897366663,-0.0470300684602531,14.93150028,1.17410344674649,50,862,95,-0.36383,-0.30852,"QU.A",2.66832357412236,1.52828612301555,-1.06992104088558,1.2015757677112,-0.185565337971939,1.59040662616096,1.07765740361405,-0.884478626649499,-0.816750754179253,-0.520772271464417,1,0.793289023394279,0.116598271564966,0.162111851356647,0.237746507288042
"QU.B",74.85,0.6,137.85,437.4,622.29437231,0.35975,9.26275,38.99075,0.015917,0.561,0.0292362320999855,7.0952647943177,0.179277355812171,6.91598743850553,6.75122348997593,0.705066315298538,6.04615717467739,957.727330616461,92.3595375696245,865.367793046837,4.12020563913997,NA,0.0955802459523493,0.904419754047651,2.96051910713333,14.1782287295783,-0.823936556220081,2.11803650071487,2.62899681520207,2.77076142839555,-0.44550097341303,0.960067283247232,1.58581952058212,-1.53461869644608,0.809241530849955,-1.02468122164427,0.797188222539708,0.774608320847666,-0.730153910078022,0.728272830257873,2.92361033879335,2.88897320978566,1.34821050143386,2.84262480906597,0.577338431115751,0.46870983410234,-1,0.2,0.65,0.1,NA,"Atlantic","West Atlantic",49.08696,-68.32041,15.37,21,0.955687750313506,16.2,1.20951501454263,-0.807399988,5.319999981,14.0512001,14.85859985,26.87200012,35.29660034,0.679400003,78.88888889,5.103600025,2.25911487645051,7.706400013,0.902919996,-0.0443507290165087,16.57460022,1.2194430620034,50,854,79,-0.34128,-0.334,"QU.B",2.42132672573648,1.39489956944409,-1.33783393191124,0.833688801607023,-1.18127323207263,1.44318856455724,0.983601058513423,-1.10595592904925,-0.773154298725374,-0.566574676918594,0.959235062815557,0.768215945804629,0.0516926114423759,0.175107771041287,0.224895344731931
"RU.A",100,100,160.1,505.75,924.688057045,0.290825,4.209,41.328,0.005875,0.5328,0.0115301577845945,51.8170921441617,0,51.7972434617874,7.8680012818455,0,7.8680012818455,1263.97581063828,0,1263.97581063828,1.78507324415422,NA,0,1,1.7068320602,21.9079487483784,2.00043407747932,2.19221929827076,2.67952934463701,2.95431899430005,-0.539088872989306,0.590701987441512,1.59479882291855,-1.97491880384377,1.69296990385796,-2,1.69280063304165,0.874873358233765,-2,0.874873358233765,3.88225326458514,3.06398832103222,0,3.06398832103222,0.186213420450324,0.222724679093391,-Inf,0.25,1,0,NA,"Atlantic","East Atlantic",66.40611111,33.72305556,23,14,0.703506322187342,18.54,1.26810972980848,-1.055800009,4.066899943,12.61660013,13.6724,24.99519997,30.67089996,0.812699991,42.26388889,0.611799997,0.782176448763321,8.172300053,0.09491,-1.02268802660307,4.423199946,0.645736571628658,5,277,-87,0.45701,-0.40549,"RU.A",1.81893613742235,-0.735854473449389,2.12586443671575,1.72072074258782,-1.53595627928176,1.08414440946189,-0.518881254859879,1.75740226201462,0.770198890821287,-0.69508385925451,0.859815112101205,0.367691604996113,0.890822181582166,0.635174854192121,0.188838452615121
"RU.B",82.75,51.5,55.1052631578947,139.473684210526,693.9139291885,0.19985,2.50741666665,28.744,0.001265,0.2218,0.00554071973375462,88.0529986229859,0,87.9305124024707,13.3566448339353,0,13.3566448339353,754.175993241211,0,754.175993241211,0.342296156983474,NA,0,1,1.78352254942105,22.2648672293637,1.66701706507664,1.66830983420985,2.03910861617386,2.7797628908971,-0.701195764421225,0.391241133279328,1.45340833003107,-2.34686983543302,1.87925626243589,-2,1.8786800727879,1.06062752872829,-2,1.06062752872829,3.53372558080853,2.71568489213423,0,2.71568489213423,-0.516821401242355,0.243773764198524,-Inf,0.315789473684211,1,0,NA,"Atlantic","East Atlantic",66.28583333,34.0025,15,10,1.15194413668267,17.54,1.24402958903002,-1.227125004,4.083000034,12.68187511,13.90900004,24.90150023,31.34375,0.798999995,40.00595238,0.641250007,0.800780873273082,8.15737474,0.088612501,-1.05250500573886,2.804499999,0.447855444190679,1,659,24,0.35106,-0.39273,"RU.B",1.72701138096364,-0.665604168043176,2.42300397518583,2.83683187795682,0.397486984208738,1.0293542995974,-0.469344875128985,2.00304054826774,0.565363216526897,-0.672146704874788,0.844643635431673,0.38089676931729,0.962808407474802,0.574114202724821,0.19527412114793
"SW.A",77.75,4.45,177.775,136.8,1373.656654685,0.443,6.263,32.727,0,1.30647,0,5.74744024481404,0.325818641333315,5.42162160348073,10.1764401891353,0.0657833279505142,10.1106568611847,1620.31301315551,10.4083053981278,1609.90470775738,0,NA,0.0186104163505876,0.981389583649412,1.17291266915,34.2140693991254,0.292277056525005,2.22273682036755,2.12065949159104,3.07883805326214,-0.357247651406908,0.783849704425906,1.48134791338611,-3,0.547225442602961,-1.12450953986506,0.508868728445018,0.67688706389987,-1.46818785999042,0.668726449811016,2.74154872393968,2.87120812378583,0.629949472664397,2.8630082856242,-1,0.0559093205851954,-1,0.421052631578947,0.65,0.1,NA,"Atlantic","East Atlantic",58.3131,11.5488,21,25,-0.0828885275063033,15.7,1.19589965240923,0.632142842,9.426571437,20.40942873,19.77728626,28.16328566,32.71200017,0.715000008,61.0297619,1.592428565,1.26191464251747,8.311857224,0.21687143,-0.66379765688666,6.762000016,0.830075167457362,50,674,72,0.23078,-0.31932,"SW.A",0.304866179143716,0.32111893345638,1.04467103508767,1.15414755965518,-0.774039465576987,0.181710043004066,0.226434167573995,0.863605039162571,0.332823009786649,-0.540186163886124,0.609929467221829,0.566374122326072,0.628887896956283,0.50479494686369,0.232299389721087
"SW.B",57.5,55.85,78.9,156.5,570.405070255,0.39475,3.7535,22.67725,0.07948,0.5970775,0.136499976576925,27.8006505605454,8.74962401524718,15.1592557512022,9.28301667685385,1.49536996677472,7.78764671007915,692.661367619141,102.13460100598,590.526766613161,11.6600023510218,NA,0.183158317562499,0.816841682437502,1.1213469714,34.0333188146442,1.73701020624138,1.86927534781215,2.17041086689969,2.73618954010326,-0.40655939076902,0.56742646254312,1.34618602876734,-1.49740572538073,1.3758134509259,0.823226261201663,1.11004685734927,0.916633497640566,0.0888257766774149,0.82140843539109,3.22645039000112,2.76743965468672,1.94111115064127,2.67229431292849,0.432541049425628,0.0469955201889435,-0.522878745280338,1,1,0.3,NA,"Atlantic","East Atlantic",58.2488,11.4536,21,24,-0.198082027658608,15.7,1.19589965240923,1.347000003,10.03750006,20.38199997,19.03500017,28.08933322,32.79716682,0.71633334,59.80952381,1.607333322,1.26780650021997,8.311833382,0.218333334,-0.660879953401789,7.326166789,0.864876801677392,50,632,28,0.17722,-0.27232,"SW.B",0.251825027053602,0.312031217225178,1.07523521375816,1.86823410914979,0.0880166535298355,0.150095811296402,0.220026045082393,0.888871728705172,0.22927417811881,-0.455699780199063,0.60117543150326,0.564665876569084,0.636292498448651,0.473927476428687,0.256004438392092
"UK.A",56.4,0,52.2941176470588,331.411764705882,737.136960092105,0.3631,4.2592,23.0931,0.040455,0.321375,0.124868854131869,54.6816841389258,0.848000822893434,53.7668410770847,26.4278483949773,2.30616304539025,23.657125104677,951.503924733877,81.9451974817138,854.112099108906,6.59105353426489,NA,0.0332505889085452,0.962714969647482,1.9430055559,19.8841314101353,-1,1.66630069875741,2.49373393081429,2.79346438790029,-0.442294914475513,0.622041368648637,1.3557524100122,-0.988205113291874,1.64412216089531,-0.907377710941568,1.63709825887721,1.25698401439896,-1.06905172305322,1.23778542914041,3.31041907903277,2.88336638900258,0.860737655406235,2.86078861314865,0.663735654176686,0.28673308567717,-Inf,0.5,1,0,NA,"Atlantic","East Atlantic",52.942282,-4.565173,17.5,34.4,0.497102501600632,18.5,1.26717172840301,7.638199997,11.68279991,16.38339996,8.745200157,34.28199921,30.44760017,0.735199976,79.02380952,8.952200317,2.99202278016061,8.207800293,0.628439999,-0.201736180741957,3.31239996,0.52014277072568,25,637,130,0.41735,-0.55058,"UK.A",0.742891790313005,-1.81327479721148,-1.05881140407902,2.08753246056976,-0.177086484156574,0.442787388041192,-1.27861463934907,-0.875294550507671,0.693523262293533,-0.955895123279101,0.682222237923893,0.165165618297758,0.119289737092776,0.612318172387561,0.115660463004993
"UK.B",33.55,0,28.7894736842105,243.947368421053,238.7318563735,0.3859,3.5972,21.6819,0.052815,0.476455,0.119661952806033,101.539763299594,0.958897640380002,100.580865659214,43.8697960356829,0.2689846067924,43.6008114288905,787.744220431947,8.17434312179691,779.56987731015,3.22563493240934,NA,0.0338317170072518,0.966168282992748,1.3761096627,27.3451135126113,-1,1.41213741319682,2.25708937932715,2.33153654939435,-0.416739817751678,0.549364704949294,1.33079813482622,-0.991052447695395,1.36169527509323,-0.719561481035757,1.33762254685599,1.00754223427875,-1.05662649072059,0.992127753372331,2.78776023061447,2.44551152729854,0.646993406355232,2.42940387491033,0.420408698112763,0.129473668856232,-0.301029995663981,0.882352941176471,0.65,0.5,NA,"Atlantic","East Atlantic",52.89856,-4.321868,15.3,32.7,0.842375181678784,18.5,1.26717172840301,6.504500031,12.10724998,18.04900026,11.54450011,34.26574898,29.63775015,0.747749999,83.0952381,8.991000175,2.99849965399364,8.211000443,0.639925018,-0.193870910667044,6.248250127,0.795758406688956,25,628,59,0.41194,-0.49637,"UK.B",0.676434098275708,-1.39137798502748,-0.629160998415327,1.97994832021098,1.03199315001286,0.403176467236639,-0.981117844498804,-0.520112638741281,0.683063979632536,-0.858448168817917,0.671253905092815,0.244470849773347,0.223378581398777,0.609200304294705,0.143001967014677
"VA.A",99.75,2,329.4,691.277777777778,1858.925388275,0.3075,8.3075,40.06375,0.140105,0.60944,0.243931691760494,39.9796958751457,39.931176019816,0.0485198553297405,33.2801412509224,32.8086659638831,0.471475287039311,10927.5936602628,10802.6249282654,124.968731997402,82.8556073304458,NA,0.982260000292761,0.0177399997072391,2.16131234165,17.1712340287363,-0.599135725243471,2.50625158878117,2.82020803347772,3.24718011393314,-0.514379460198225,0.916032664964248,1.60072052148655,-0.63772904809162,1.54327414780306,1.54266459098177,-1.77264056070898,1.4735814810739,1.46506498291235,-1.64795297884851,4.04802652152685,3.97831733970683,3.96979865823781,0.411229493988512,1.86574537544674,0.331733430916985,-0.698970004336019,0.55,0.35,0.2,NA,"Atlantic","West Atlantic",37.2204206,-76.4013352,27.44,18.27,0.84826611273345,14.633,1.16533337259698,4.924800014,16.03780022,27.75079994,22.82599983,16.64960003,34.11499939,0.505800009,93.00595238,1.083400011,1.04086503015521,8.305000114,0.35068,-0.4550890021177,16.02240028,1.20472757730834,250,636,54,-0.47656,0.13388,"VA.A",-0.109081411697169,2.53025500190674,-0.377013712629862,1.15648575076846,-2.5180312555067,-0.0650160279047974,1.78418687101337,-0.311668392369293,-1.03469436496931,0.274478284772947,0.541610589274379,0.981632171711657,0.284464802257248,0.0971437792480233,0.460876582438089
